epoch,train_loss_rec,loss_rae,loss_reg,train_total_loss,test_loss_rec
2,0.718307184307363,0.6395929859524871,93.23589735036401,0.8179390160788583,2.6145530152614676
3,0.557202456599043,0.7085648529358342,80.38456475682712,0.6446726725480404,2.219672043592726
4,0.49352110677410815,0.7200469140595752,70.0011522741541,0.5707227312362098,1.9975881994087106
5,0.46939681256411375,0.6638615277707448,61.65634559237152,0.5376917770909774,1.8332568521120305
6,0.45211749961849745,0.5939151271991855,55.82098626032899,0.5138776390252392,1.7894943400884533
7,0.4362723485575544,0.5088619735585593,51.859579761943614,0.49322055013494553,1.8033570187469963
8,0.4260440040602909,0.42475184125221205,49.56648981607963,0.47985801478821427,1.7450846446658075
9,0.41876270031470547,0.3520288644467114,48.30693164686463,0.4705899231731361,1.7513291896219638
10,0.4116146790730087,0.2984129036279219,45.77132950011903,0.46037013953899647,1.7066272846050319
11,0.40578336810028626,0.25770050700820984,42.712847103562545,0.451073221636835,1.6745658662775191
12,0.40078658736542344,0.22565007338383541,39.959325643906084,0.44300241554121045,1.6125159181916466
13,0.39722768321057506,0.1996956322961704,37.86661891947802,0.43709125984005814,1.5858208390971533
14,0.39330838236182153,0.17893544095311167,35.74901567095729,0.4308467538759443,1.5715005995216595
15,0.3960471192456188,0.16464786175655602,37.502965385398106,0.4351965649309444,1.5687706336482066
16,0.38770068124638823,0.1518173671848264,34.23749361037622,0.4234563499526148,1.5546841915212022
17,0.3859511210964273,0.13973241769587108,32.496668309169955,0.4198451150274397,1.5572774610184033
18,0.38327668739520865,0.12761338317673293,31.04348191928459,0.415596304509903,1.5472103352418178
19,0.382089942739484,0.11952450975428754,30.25590744716951,0.41354109655179755,1.5309593327572633
20,0.3792899762265123,0.11124292375297755,29.279581660231845,0.40968198816672424,1.5320316703008299
21,0.3779324578134464,0.1034231202904273,28.692250031318157,0.4076589402134752,1.52932020805962
22,0.37745469649872015,0.0979679530277851,28.502822121333494,0.4069372001001581,1.5184681510867963
23,0.37482155536619505,0.09296406206704112,27.987779603036973,0.40373897621626786,1.5219705289476275
24,0.38186052412265215,0.09100861404366449,29.40319437991491,0.4121738052766578,1.533143766728256
25,0.37553005847765686,0.09119783041627634,29.50531165374983,0.405947350093464,1.5144151055661152
26,0.3728972261394499,0.08627297903019783,27.587205324350503,0.40134716236657986,1.5119740299155675
27,0.3720120150341173,0.08221044839215805,26.752764860705003,0.39958688619132854,1.5077023110114052
28,0.3719226131730989,0.07894398058311076,26.52632465900408,0.3992383789692463,1.5093488514560722
29,0.3741658861516859,0.07880137193303308,27.092607437774063,0.4020465084937674,1.5156170403882123
30,0.37016518776749424,0.07618851424684364,26.178837138569282,0.3971059106539807,1.5126454628800214
31,0.36969822368421446,0.07348792638636312,25.58821327700225,0.3960213177882461,1.5021965568427058
32,0.3815756455213042,0.07492399949248801,27.559161097594572,0.4098840483709819,1.5429226573657062
33,0.37407091525919706,0.07809144380586684,30.163808188473862,0.40501563935884205,1.507634759606179
34,0.3693424212198011,0.07400483764594065,27.85539752969345,0.3979378687307891,1.5038798624307572
35,0.368332844913654,0.07161481172613557,26.50924825596269,0.39555824306971055,1.5030658984874607
36,0.3676395128464211,0.06991067962402749,25.610848286752876,0.39394946955210774,1.5033953633913713
37,0.3697058113155797,0.06982958744365694,25.450967854012756,0.39585507688119825,1.4936631633336983
38,0.36711496537240135,0.06847737175742905,24.820645318403653,0.39262038552732514,1.497849184362459
39,0.36690778683669856,0.06663010974491947,24.40518061396545,0.39197926939343064,1.4970700252797822
40,0.36692279038297726,0.06516760431036446,24.195357524348967,0.39176982510051056,1.4913357584763836
