epoch,train_loss_rec,loss_rae,loss_reg,train_total_loss,test_loss_rec
2,0.5604671783447266,0.38541888653437295,141.96447353515626,0.7062858493804932,1.9777822689056397
3,0.46588022117614747,0.35908805411656697,139.4498525390625,0.6089209621429443,1.7996812938690185
4,0.43818384221394857,0.3606057852745056,136.54234664713542,0.5783322540918986,1.7379120109558106
5,0.42999898052215574,0.3442719469388326,133.3267681640625,0.5667684740066529,1.7503554767608642
6,0.4251289052963257,0.31283582623799644,129.81766722005207,0.5580749354680379,1.7051541622161865
7,0.4224754807154338,0.2811571177482605,126.00939811197917,0.5512964560190836,1.7502245193481445
8,0.4198525156656901,0.2403531597773234,121.89306614583333,0.5441491188685099,1.7745035865783692
9,0.41938118953704834,0.1880108589331309,117.45957161458334,0.5387208740870157,1.7794487842559814
10,0.4176576513926188,0.16801334602038065,112.70896580403645,0.5320467568715413,1.6465776039123534
11,0.4199103150685628,0.14746192070643108,107.64609674479166,0.5290310373942058,1.653736757659912
12,0.41636170043945314,0.12122733325958251,102.29094215494791,0.5198649191538492,1.8188208560943604
13,0.40575512205759684,0.13263728992144266,96.71592104492187,0.5037974198659261,1.7390189964294434
14,0.38138603731791176,0.11822461191813151,90.99232542317708,0.47356061274210615,2.1607678482055666
15,0.2883119695981344,0.15570762225786844,85.50475654296875,0.3753738064448039,1.1603079935073852
16,0.23050882266362507,0.17094861399332684,80.31820817057292,0.31253652044932045,1.152295841407776
17,0.21430207379659016,0.1706073709487915,75.25801686197917,0.291266167418162,0.8987301008224488
18,0.20105069338480633,0.16881527026494345,70.40731129557291,0.27314616057078045,0.7743568885803223
19,0.18994375330607097,0.16749169880549114,65.85221122233072,0.25747088451385497,0.828816166305542
20,0.17746254342397055,0.17179348872502645,61.83639812825521,0.24101687987645468,1.133678038597107
21,0.16677345765431723,0.17607766602834066,58.19791897786458,0.2267321559270223,1.1147886671066285
22,0.15947467619578043,0.17732484296162923,54.84826076660156,0.21609618759155275,0.8957267375946045
23,0.1512567533493042,0.1694307552655538,51.863232454427084,0.20481429595947265,0.8932429293632508
24,0.1459562313079834,0.16376505699157715,49.182755696614585,0.1967766396522522,0.7499800186157226
25,0.14343688427607218,0.16219654032389322,46.94036813151042,0.19199922021230062,1.0977033539772034
26,0.1372264678478241,0.15549372487068178,44.910863631184895,0.18369227091471355,0.7292753697395324
27,0.1346497614701589,0.1569273874759674,43.52385899251302,0.17974289665222168,0.8286909432411194
28,0.12313484112421672,0.14406570445696512,42.16157864583333,0.1667370786031087,0.5515252774238586
29,0.11790012585322063,0.1319069761912028,40.503764404296874,0.15972296158472696,0.570766295337677
30,0.11423303486506144,0.12403124440511068,39.50788046061198,0.15498122984568277,0.5168555246353149
31,0.10729190273284912,0.11308080555597941,38.40387242838542,0.14682658500671386,0.5553089275360107
32,0.10286657449404399,0.1085074807802836,37.55841218261719,0.14151006328264873,0.4761272673606873
33,0.09945972237586975,0.10395564076105754,37.04170255533854,0.1375409833272298,0.5823785740852356
34,0.09690292498270671,0.10170159878730774,36.72300646158854,0.13464294900894164,0.5740012169837951
35,0.09493264363606771,0.09824667847951253,36.424739322916665,0.13233985158602396,0.5499155979156494
36,0.09348733622233073,0.0958370233853658,36.158127514648434,0.13060383582115173,0.504341942691803
37,0.09151885283788046,0.09369769859313964,35.69430040690104,0.12815013216336568,0.5260551716804505
38,0.09042925494511922,0.09115333933830261,35.2142603108724,0.12655505034128825,0.6496906202316284
39,0.09047501605351765,0.09073082772890727,34.90846481933594,0.12629079052607217,0.4226616322517395
40,0.08797142868041992,0.08957027411460876,33.89553346354167,0.12276266652743022,0.41041033878326416
