epoch,train_loss_rec,loss_rae,loss_reg,train_total_loss,test_loss_rec
2,0.5267520064036051,0.4608632742245992,143.47663772786458,0.5415605343500773,1.9324431537628173
3,0.4590868838628133,0.4480504556655884,143.09708854166666,0.47384464263916015,1.746421580505371
4,0.4299333066304525,0.4459053202311198,142.57960540364584,0.4446371728261312,1.6833091808319092
5,0.4183241333007813,0.4511764222462972,141.923977734375,0.43296770776112875,1.6412009284973144
6,0.4119712779998779,0.4664314838409424,141.10792119140626,0.42654850165049235,1.6074584358215331
7,0.395565832901001,0.5204883782068889,140.11544163411457,0.41009786574045815,1.6014222129821778
8,0.3819794821421305,0.5272452391942342,138.93311731770834,0.3964000379562378,1.4603162693023681
9,0.34978482926686605,0.5044193469365438,137.54375309244793,0.36404362265268964,1.3402605556488036
10,0.31966865666707356,0.4516369809468587,135.93584375,0.33371387755076093,1.2396219665527344
11,0.29813961375554404,0.4097256778717041,134.0928705078125,0.3119586263338725,1.215885490989685
12,0.2739310643196106,0.37073347873687745,132.13744833984376,0.287515540154775,2.16259459400177
13,0.28029630629221597,0.34330922381083173,130.10643346354166,0.2936502584775289,1.4339818395614623
14,0.25855936489105225,0.33733308080037433,127.95536521809896,0.2716922340075175,1.674243232536316
15,0.2481070878982544,0.3345945255279541,125.76497981770834,0.2610181803385417,1.519590058708191
16,0.23337223491668702,0.3474200451533,123.72727197265625,0.2460923820177714,1.1936007818222045
17,0.22454959739049277,0.37364039204915367,121.65575159505208,0.23708881216049194,1.4975867961883544
18,0.22710205821990967,0.4158486747105916,119.86653863932291,0.23950456018447877,0.9513652473449707
19,0.21033458216985065,0.4696583317438761,118.16760498046875,0.22262100009918212,0.7846869465827941
20,0.2135222644805908,0.5081979555130005,116.2559255859375,0.22565605465571087,0.9178013662338257
21,0.18767448925971986,0.5500055514653523,114.22723627929687,0.19964721819559733,0.7424206610679627
22,0.18591050583521526,0.5848506539662679,112.14689847005208,0.19771004622777302,0.6934260698318482
23,0.17169941884676615,0.623912278620402,110.26704059244791,0.18335003520647686,0.579961061668396
24,0.16788582617441813,0.6618299922943115,108.70611897786458,0.1794182681719462,0.5810609137535095
25,0.15873975803057352,0.6950952995300292,107.54777172851563,0.17018962995211284,0.7660376049995422
26,0.14950652734438577,0.7205104223887125,106.76232120768229,0.16090326959292095,0.742506469631195
27,0.15091658045450845,0.7498919554392497,106.51990942382812,0.16231846323013305,0.9906387434959412
28,0.14191218919754028,0.7780816439310709,106.91997778320312,0.15338226892153423,0.6400486565589905
29,0.13236871924400329,0.7901052586873373,107.30858499348959,0.1438896827061971,0.7806949377059936
30,0.12969610551198324,0.8186303625742595,108.44579697265625,0.14135931488672893,0.679026494884491
31,0.12200471917788187,0.8168917602539062,109.892230078125,0.13381083369255065,0.5169673603057862
32,0.11278499139149983,0.8198686458587646,111.81208227539062,0.1247860678990682,0.6254114908218383
33,0.11044311599731445,0.8084422976175945,114.57110325520833,0.1227086685180664,0.5913613041877747
34,0.10873381532033284,0.8214079949696859,117.97726673177084,0.12135294952392578,0.48656984157562255
35,0.10196324278513591,0.820419495900472,121.34797413736979,0.11491845939954122,0.5657475019454956
36,0.09848762903213501,0.814978880182902,125.38527198893229,0.11184113507270813,0.5951625189781189
37,0.1004507452805837,0.8484698740641275,131.33368107096354,0.11443258288701376,0.49114919176101685
38,0.09704028259913126,0.8624820237477621,137.08520390625,0.11161128435134887,0.5516291466712951
39,0.09510327790578206,0.8574972719828288,142.29467223307293,0.11019024230639139,0.5595798208236694
40,0.08988187273343404,0.840538061396281,147.0736724609375,0.10542977741559346,0.5746872046470642
